ID,Room Name,Building,Room Number,Room Type,WD Room Type,Department,Seating,"Technology/Equipment Additional Notes",Technology Details,PC CCID,System,System Name,Operating System,Optical Drive,"Wireless Projection (Solstice)",Number of Lab Computers,Record / Stream,"Video Conferencing (Zoom Room)",Phone in Room,Photo Index,Photo URL,Photo 360 View,,,,,,,,
4,,Lorimer,Chapel,,,,,,,,,,,,,,No,No,,,,,,,,,,,,
6814,Lovejoy 100 (Kassman Auditorium),Lovejoy,100 (Kassman),Auditorium,Lecture Hall,Multi,118,"Projector, Microphone (adjustable, wireless)",Oppo Blu-ray,220274,Mac Mini,,Both,Yes,No,,No,No,,49,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_100-Kassman_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_100-Kassman_2024.jpg""]",,,,,,,,
6772,Lovejoy 102,Lovejoy,102,Active Learning,Active Learning Classroom,Languages,22,Projector,"Rolling cart, Projection Whiteboard",210334,iMac,,Mac,Yes,Yes,,No,No,,47,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_102_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_102_2024.jpg""]",,,,,,,,
6773,Lovejoy 103,Lovejoy,103,Active Learning,Active Learning Classroom,Languages,29,Projector,"Rolling cart, Projection Whiteboard",210429,iMac,,Mac,Yes,Yes,,No,No,,48,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_103_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_103_2024.jpg""]",,,,,,,,
6774,Lovejoy 119,Lovejoy,119,Active Learning,Active Learning Classroom,Languages,40,2 Projectors,Projection Whiteboard,210410,iMac,,Mac,Yes,Yes,,No,No,,46,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_119_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_119_2024.jpg""]",,,,,,,,
6775,Lovejoy 202,Lovejoy,202,Classroom,Classroom,Languages,22,Projector,,025193,Mac Mini,,Mac,Yes,No,,No,No,,,,,,,,,,,,
6776,Lovejoy 203,Lovejoy,203,Classroom,Classroom,Languages,29,Projector,,200317,Mac Mini,,Mac,Yes,No,,No,No,,60,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_203_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_203_2024.jpg""]",,,,,,,,
6777,Lovejoy 205,Lovejoy,205,Classroom,Classroom,Languages,39,Projector,,210269,Mac Mini,,Mac,Yes,No,,No,No,,61,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_205_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_205_2024.jpg""]",,,,,,,,
6778,Lovejoy 207,Lovejoy,207,Classroom,Classroom,Languages,24,Projector ,,210930,Mac Mini,,Mac,Yes,No,,No,No,,62,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_207_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_207_2024.jpg""]",,,,,,,,
6779,Lovejoy 208,Lovejoy,208,Classroom,Classroom,Languages,37,Projector,,210811,Mac Mini,,Mac,Yes,No,,No,No,,63,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_208_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_208_2024.jpg""]",,,,,,,,
6780,Lovejoy 211,Lovejoy,211,Classroom,Classroom,Languages,22,Projector,,024127,Mac Mini,,Mac,Yes,No,,No,No,,,,,,,,,,,,
6781,Lovejoy 212,Lovejoy,212,Classroom,Classroom,Languages,29,,,,,,,,,,No,No,,,,,,,,,,,,
6782,Lovejoy 213,Lovejoy,213,Classroom,Classroom,Languages,39,Projector ,,210929,Mac Mini,,Mac,Yes,No,,No,No,,"REQUIRED, ROOM BEING REORGANIZED ",,,,,,,,,,
6783,Lovejoy 215,Lovejoy,215,Classroom,Classroom,All,48,"Projector, Doc Cam (Samsung)",Rolling cart,190136,iMac,,Mac,Yes,No,,No,No,,,,,,,,,,,,
6784,Lovejoy 244,Lovejoy,244,Seminar,Seminar Classroom,Classics,14,"TV, wireless keyboard and magic mouse",,190547,Mac Mini,,Mac,Yes,No,,No,No,,64,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_244_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_244_2024.jpg""]",,,,,,,,
6785,Lovejoy 246,Lovejoy,246,Seminar,Seminar Classroom,Philosophy,16,TV,,210908,Mac Mini,,Mac,Yes,No,,No,No,,65,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_246_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_246_2024.jpg""]",,,,,,,,
6786,Lovejoy 301,Lovejoy,301,Seminar,Seminar Classroom,Spanish,20,"Projector, Doc Cam (Samsung)",,210250,Mac Mini,,Mac,Yes,No,,No,No,,50,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_301_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_301_2024.jpg""]",,,,,,,,
6787,Lovejoy 302,Lovejoy,302,Classroom,Classroom,Languages,22,"Projector, Doc Cam (Samsung)",,18139,Mac Mini,,Mac,Yes,No,,No,No,,51,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_302_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_302_2024.jpg""]",,,,,,,,
6788,Lovejoy 303,Lovejoy,303,Classroom,Classroom,Languages,29,Projector,,180136,Mac Mini,,Mac,Yes,No,,No,No,,56,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_303_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_303_2024.jpg""]",,,,,,,,
6789,Lovejoy 307,Lovejoy,307,Seminar,Seminar Classroom,French/Italian,20,"Projector, doc cam",,200004,Mac Mini,,Mac,Yes,No,,No,No,,59,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_307_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_307_2024.jpg""]",,,,,,,,
6790,Lovejoy 318,Lovejoy,318,Seminar,Classroom,LatinAm,18,TV,,180140,Mac Mini,,Mac,Yes,No,,No,No,,58,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_318_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_318_2024.jpg""]",,,,,,,,
6791,Lovejoy 319,Lovejoy,319,Classroom,Seminar Classroom,Languages,24,Projector,,180137,Mac Mini,,Mac,Yes,No,,No,No,,57,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_319_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_319_2024.jpg""]",,,,,,,,
6792,Lovejoy 344,Lovejoy,344,Seminar,Seminar Classroom,Religious,14,Projector,Projection Whiteboard,220279,Mac Mini,,Mac,Yes,No,,No,No,,52,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_344_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_344_2024.jpg""]",,,,,,,,
6793,Lovejoy 400,Lovejoy,400,Computer Lab,Computer Lab,All,30,"Projector, 26 Classroom iMacs, 2 Printers",,210178,Mac Mini,,Mac,No,No,26,No,No,,54,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_400_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_400_2024.jpg""]",,,,,,,,
6796,Lovejoy 404,Lovejoy,404,Computer Lab,Computer Lab,Languages,,"Projector, 16 Classroom macs, Printer",,210819,Mac Mini,,Mac,Yes,No,18,No,No,,53,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_404_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_404_2024.jpg""]",,,,,,,,
6794,Lovejoy 423,Lovejoy,423,Seminar,Seminar Classroom,EastAs,10,Projector,,210260,Mac Mini,,Mac,Yes,No,,No,No,,55,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_423_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Lovejoy_423_2024.jpg""]",,,,,,,,
6795,Lovejoy 450,Lovejoy,450,Seminar,Seminar Classroom,Germ/Russ,10,Projector,,180141,Mac Mini,,Mac,Yes,No,,No,No,,,,,,,,,,,,
6797,Miller 008,Miller,8,Active Learning,Active Learning Classroom,Multi,,"Projector, 5 TVs, Doc Cam (Samsung)",,230250,iMac,,Mac,Yes,Yes,,Yes,No,,"REQUIRED, ROOM IN USE",,,,,,,,,,
6798,Miller 014,Miller,14,Classroom,Classroom,Multi,48,Projector,,200164,iMac,,Mac,Yes,Yes,,No,No,,81,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Miller_14_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Miller_14_2024.jpg""]",,,,,,,,
6799,Miller 034,Miller,34,Seminar,Seminar Classroom,Educ,16,Projector,,230236,iMac,,Mac,Yes,No,,No,No,,82,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Miller_34_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Miller_34_2024.jpg""]",,,,,,,,
5,Miller 104 (Davis Classroom),Miller,104,,Computer Classroom,,,"Projector, printer",,210714,Mac Mini,,Mac,Yes,Yes,25,No,No,,83,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Miller_104_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Miller_104_2024.jpg""]",,,,,,,,
10581,Miller 205,Miller,205,,Active Learning Classroom,,,Projector ,Projection whiteboard ,,Mac Mini,,Mac,No,Yes,,Yes,Yes,,89,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Miller_205_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Miller_205_2024.jpg""]",,,,,,,,
6800,Miller 220,Miller,220,Seminar,Seminar Classroom,English,16,Projector,Projection Whiteboard,220264,Mac Mini,,Mac,Yes,No,,No,No,,85,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Miller_220_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Miller_220_2024.jpg""]",,,,,,,,
6801,Miller 241,Miller,241,Seminar,Seminar Classroom,WGS/Cinema,15,Projector,Oppo Blueray,210917,Mac Mini,,Mac,Yes,Yes,,No,No,,86,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Miller_241_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Miller_241_2024.jpg""]",,,,,,,,
6802,Miller 253,Miller,253,Seminar,Seminar Classroom,American/Cinema,15,"Projector, Surround System",Oppo bluray,210810,Mac Mini,,Mac,Yes,Yes,,No,No,,87,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Miller_253_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Miller_253_2024.jpg""]",,,,,,,,
6803,Miller 257,Miller,257,Seminar,Seminar Classroom,History ,16,Projector,Projection Whiteboard,210165,Mac Mini,,Mac,Yes,Yes,,No,No,,88,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Miller_257_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Miller_257_2024.jpg""]",,,,,,,,
6804,Miller 319,Miller,319,Seminar,Seminar Classroom,Multi,20,Projector,,210928,Mac Mini,,Mac,Yes,Yes,,No,No,,84,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Miller_319_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Miller_319_2024.jpg""]",,,,,,,,
6836,Mudd 102,Mudd,102,Lab/Seminar,Instructional Lab,Geo,12,Projector,,,,,,No,No,,No,No,,,,,,,,,,,,
6837,Mudd 103,Mudd,103,Lab/Seminar,Instructional Lab,Geo,12,"Suspended Outlets , projector",,230240,iMac,,Mac,No,Yes,,No,No,,80,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Mudd_103_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Mudd_103_2024.jpg""]",,,,,,,,
6,Mudd 218,Mudd,218,,Instructional Lab,,,"Projector, Doc Cam, printer",,7490-220349,PC,,Windows,Yes,No,,No,No,,74,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Mudd_218_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Mudd_218_2024.jpg""]",,,,,,,,
7,Mudd 219,Mudd ,219,,Instructional Lab,,,Projector,,,,,,Yes,No,,No,No,,75,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Mudd-_219_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Mudd-_219_2024.jpg""]",,,,,,,,
6838,Mudd 221,Mudd,221,Lab/Seminar,Instructional Lab,Geo,12,"Projector, TV, Suspended Outlets","Project microscope view, Projection Whiteboard",023096,PC,,Windows,No,Yes,,No,No,,76,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Mudd_221_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Mudd_221_2024.jpg""]",,,,,,,,
6805,Mudd 311,Mudd,311,Classroom,Classroom,Physics/Astro,26,2 Projectors,"Eno projector, Projection Whiteboard",210783,PC,,Windows,Yes,No,,No,No,,78,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Mudd_311_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Mudd_311_2024.jpg""]",,,,,,,,
6839,Mudd 322,Mudd,322,Lab/Seminar,Instructional Lab,Geo,24,,,,,,,,,,No,No,,,,,,,,,,,,
6840,Mudd 323,Mudd,323,Lab/Seminar,Classroom,Geo,8,"Projector, 3 Classroom Computers(2 Dell, 1 iMac)",,,PC,,Windows,No,No,3,No,No,,79,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Mudd_323_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Mudd_323_2024.jpg""]",,,,,,,,
6841,Mudd 405,Mudd,405,Classroom,Classroom,Physics,36,Projector,Rolling Cart,190099,iMac,,Mac,Yes,No,,No,No,,77,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Mudd_405_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Mudd_405_2024.jpg""]",,,,,,,,
6815,Olin 001,Olin,1,Auditorium,Lecture Hall,Sciences,101,"reinforced audio, microphones, Kaltura recording, accoustic panels, projector",Oppo BluRay,200318,Mac Mini,,Both,Yes,Yes,,Yes,No,,105,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Olin_1_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Olin_1_2024.jpg""]",,,,,,,,
8,,Olin,17?,,,,,,,,,,,,,,No,No,,,,,,,,,,,,
10380,Olin 019A (Schupf Lab),Olin,019A,Computer Lab,Computer Classroom,All,24,Video wall,,180005,iMac Pro,,Mac,No,No,24,No,No,,104,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Olin_019A_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Olin_019A_2024.jpg""]",,,,,,,,
8725,Olin 019B,Olin,019B,Active Learning,Active Learning Classroom,All,40,"No computer, 3 projectors",Projection whiteboards,no computer,,,,No,Yes,,No,No,,103,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Olin_019B_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Olin_019B_2024.jpg""]",,,,,,,,
6842,Olin 213,Olin,213,Lab/Seminar,Instructional Lab,Bio,18,"Projector, Printer ",13 Clasroom iMacs ,210844,Mac Mini,,Mac,No,Yes,13,No,No,,102,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Olin_213_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Olin_213_2024.jpg""]",,,,,,,,
6843,Olin 223,Olin,223,Lab/Seminar,Instructional Lab,Bio,18,"No instructor computer, Projector, Printer ","13 Clasroom iMac computers, 6 Clasrrom Dells",no computer ,,,,No,Yes,,No,No,,,,,,,,,,,,
6844,Olin 229,Olin,229,Lab/Seminar,Instructional Lab,Bio,16,"No instructor computer, Projector, 2 Printers(color & b/w), Epson 3170 photo","13 Classroom iMac, 3 Classroom Dells ",no computer,,,,No,Yes,,No,No,,,,,,,,,,,,
6807,Olin 234,Olin,234,Lab/Seminar,Instructional Lab, , ,Suspended Outlets,,,,,,,,,No,No,,,,,,,,,,,,
6845,Olin 314,Olin,314,Lab/Seminar,Instructional Lab,Bio,16,"No instructor computer, Projector, Printer",12 Clasroom iMac ,no computer ,,,,No,Yes,12,No,No,,101,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Olin_314_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Olin_314_2024.jpg""]",,,,,,,,
6846,Olin 332,Olin,332,Lab/Seminar,Instructional Lab,Bio,24,"No instructor computer, Projector, Printer, Suspended Outlets",8 Classroom Dells,no computer ,,,,No,No,8,No,No,,100,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Olin_332_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Olin_332_2024.jpg""]",,,,,,,,
6808,Olin 335,Olin,335,Seminar,Seminar Classroom,Bio,14,"TV, Projector ",,200365,iMac,,Mac,No,Yes,,Yes,Yes,,99,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Olin_335_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Olin_335_2024.jpg""]",,,,,,,,
6847,Runnals 110,Runnals,110,Seminar,Seminar Classroom,Theatre/Dance,18,TV,DVD & VHS Player,,,,,Yes,No,,No,No,,,,,,,,,,,,
6848,Runnals 201,Runnals,201,Studio,Classroom,Dance,20,2 projector whiteboards ,,210850,Mac Mini,,Mac,Yes,Yes,,No,No,,"Required, room being rearranged ",,,,,,,,,,
6809,Runnals 203,Runnals,203,Classroom,Classroom,TheatreDance/Art,24,"Projector, Printer",,200010,Mac Mini,,Mac,Yes,No,,No,No,,,,,,,,,,,,
6849,Runnals 206,Runnals,206,,Active Learning Classroom,,,4 TVs,,210821,Mac Mini,,Mac,Yes,Yes,,No,No,,106,https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Runnals_206_2024.jpg,"[vrview img=""https://www.colby.edu/acits/wp-content/uploads/sites/178/2024/07/Runnals_206_2024.jpg""]",,,,,,,,
6850,Runnals Theater,Runnals,Theater,Theater,,Theatre/dance,250,,,no computer,,,,,,,No,No,,,,,,,,,,,,
6866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
