ID,Room Type New,Seating,Technology,Computer System,CCID,Operating System,Optical Drive,Wireless Projection,Video Recording / Streaming
1,Auditorium,125,"Projector, cinema projector, surround sound",Mac Mini,220265,both,Yes,Yes,Yes
